COMPANY,EXPERIENCE,LOCATION,TITLE,SALARY,SKILLS,CATEGORY
Kimberly-Clark Lever Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Excel,Tools
Salesforce,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Excel,Tools
Buchprufer,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,Excel,Tools
Microsoft,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Excel,Tools
Integrate,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,Python,Languages
"Saavn, LLC",8 - 10 yrs,Ahmedabad,Data Scientist,1800000,Excel,Tools
Jobs Territory,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,Python,Cloud
Optum,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,R,Languages
Uber,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Azure,Cloud
Adidas,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,R,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,PowerBI,Tools
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,1800000,Spark,Tools
IBM,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,Python,Languages
Visa,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,Oracle,Cloud
Concerto HealthAI,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,SQL,Languages
BNY Mellon,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,SQL,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,MongoDB,Databases
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,SQL,Languages
Anicalls,8 - 10 yrs,Ahmedabad,Data Scientist,1700000,SQL,Languages
FINNOVATION TECH SOLUTIONS PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,PowerBI,Tools
Touchmark Descience Pvt Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,Excel,Tools
PEPSI FOODS PRIV LIMITED,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,SQL,Languages
Brillio,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,PowerBI,Tools
Twilio,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,Flask,Frameworks
Hexaware Technologies,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Flask,Frameworks
Affine,8 - 10 yrs,Ahmedabad,Data Scientist,2400000,Flask,Frameworks
AllianceData,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Flask,Frameworks
Thompsons HR Consulting,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,Python,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,AWS,Cloud
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2400000,MongoDB,Databases
FUTURES AND CAREERS,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,AWS,Cloud
TALENT500 TECH (INDIA) PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Flask,Frameworks
Allianz Technology,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,PowerBI,Tools
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,Oracle,Cloud
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,1700000,Excel,Tools
IBM,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Python,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,Python,Languages
PATRA INDIA BPO SERVICES PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Flask,Frameworks
Epiqsystems India Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,Oracle,Cloud
Wipro,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,Azure,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,Oracle,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,AWS,Cloud
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,PowerBI,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1800000,R,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1900000,Excel,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1300000,R,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1600000,Excel,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1500000,SQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1300000,NoSQL,Languages
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1700000,Excel,Tools
Infostretch solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1400000,Python,Languages
STAFFICE GLOBAL PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Consultant,1500000,Python,Languages
Birlasoft,8 - 10 yrs,Ahmedabad,Consultant,1300000,SQL,Languages
PayPal,8 - 10 yrs,Ahmedabad,Consultant,1700000,Python,Languages
360 Degree Cloud Technologies Private Limted,8 - 10 yrs,Ahmedabad,Consultant,1800000,SQL,Languages
Defyn Infotech Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Consultant,1500000,SQL,Languages
MILLIMAN,8 - 10 yrs,Ahmedabad,Consultant,1800000,Python,Languages
SOURCE SOLUTIONS HR SERVICES LLP,8 - 10 yrs,Ahmedabad,Consultant,1800000,Python,Languages
CareerXperts Consulting,8 - 10 yrs,Ahmedabad,Consultant,1300000,R,Languages
Anicalls,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,JavaScript,Languages
SecureWorks,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,Node.js,Frameworks
Micron Tech,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,Node.js,Frameworks
Maxima Consulting,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,Java,Languages
CoBot Systems,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,JavaScript,Languages
edata4you,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,C,Languages
Seven Consultancy (HR Solution),8 - 10 yrs,Ahmedabad,Software Engineer,2300000,Node.js,Frameworks
AppDirect,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,JavaScript,Languages
MaerskGlobalServices Pvt.Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,C,Languages
ENTRO LABS PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,AWS,Cloud
ARDEM Data Services Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,Node.js,Frameworks
mycitynagpur,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,JavaScript,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,Angular,Frameworks
cliqhr.com,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,CSS,Languages
Sutherland Global Services Inc,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,CSS,Languages
Big Data BizViz,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,Java,Languages
Data Semantics,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
SALESFORCE,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,Java,Languages
Andor Tech (India) Pvt Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,3000000,JavaScript,Languages
Diverse Lynx,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,AWS,Cloud
Kinara Financial Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,Java,Languages
Techstar Software Development India Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,Java,Languages
Accenture,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
Team4Progress,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,Angular,Frameworks
Asap Staffing Solutions,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,Java,Languages
ZEALOGICS IT SOLUTIONS,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,Java,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2000000,Angular,Frameworks
Core Edge Solutions,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,Oracle,Cloud
Serving Skill,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,Java,Languages
Talpro,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,JavaScript,Languages
ALLIANTGROUP INDIA TALENT PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,JavaScript,Languages
Helical IT Solutions Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,JavaScript,Languages
Career Infosystem,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,Oracle,Cloud
Enquero Global Llp,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,MySQL,Databases
CYBERBAHN TRAINING AND ADVISORY SOLUTIONS PRIVATE,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,CSS,Languages
Eli Lilly and Company,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,MySQL,Databases
Solytics Partners Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,JavaScript,Languages
Sigma Allied Services private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,Oracle,Cloud
ACI Infotech,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,JavaScript,Languages
Polestar Solutions And Services India Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,SQL,Languages
Beyond Human Resource,8 - 10 yrs,Ahmedabad,Software Engineer,2000000,SQL,Languages
Shell Info Technologies Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,Angular,Frameworks
RevenueMantra Digital Media,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,Angular,Frameworks
CarbyneTech India,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,SQL,Languages
jobpoint india,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,SQL,Languages
Vertex Offshore Services Pvt Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,SQL,Languages
MoreYeahs IT Technologies Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,SQL,Languages
cloudneeti,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
Berrybites,8 - 10 yrs,Ahmedabad,Software Engineer,2000000,SQL,Languages
Diverse Lynx,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,CSS,Languages
Mizizi Management System,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,JavaScript,Languages
Columbus,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,Angular,Frameworks
cliqhr.com,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,CSS,Languages
Career Infosystem,8 - 10 yrs,Ahmedabad,Software Engineer,3000000,Oracle,Cloud
TalPro,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,Node.js,Frameworks
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,Node.js,Frameworks
Serving Skill,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Tableau,Tools
Serving Skill,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,Tableau,Tools
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,2300000,Tableau,Tools
VMULTIPLY SOLUTIONS,8 - 10 yrs,Ahmedabad,Data Scientist,3000000,Azure,Cloud
UNIFY TECHNOLOGIES PVT LTD,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Tableau,Tools
EDU ANGELS INDIA PVT LTD,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Tableau,Tools
Multi Recruit,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,AWS,Cloud
Experis IT Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,JavaScript,Languages
Anlage Infotech (I) Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2300000,Tableau,Tools
Orcapod Consulting Services Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,JavaScript,Languages
Metyis,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,Python,Languages
TeamPlus Staffing Solution Pvt Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,2400000,Tableau,Tools
Anlage Infotech (I) Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,1600000,Python,Languages
eNFLUENCE IT Services Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,PowerBI,Tools
CarbyneTech India,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,Python,Languages
Yo HR Consultancy,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,Tableau,Tools
Bondburry Recruitment,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,Python,Languages
Goods and Services Tax Network (GSTN),8 - 10 yrs,Ahmedabad,Data Scientist,3000000,PowerBI,Tools
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,3000000,PowerBI,Tools
Burgeon It Services Pvt Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,1700000,PowerBI,Tools
Mastermind Network,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,Tableau,Tools
Wize Careers Consultants,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,Azure,Cloud
cliqhr.com,8 - 10 yrs,Ahmedabad,Data Scientist,1800000,Tableau,Tools
Career Infosystem,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,PowerBI,Tools
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,Tableau,Tools
VIREZA ONFILING SERVICES PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,Django,Frameworks
Gratitude India Manpower Consultants Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,Django,Frameworks
Kanary Staffing Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,Oracle,Cloud
Spectral Consultants -Search and Recruitments Firm,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Python,Languages
Suntec Web Services Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,3000000,Django,Frameworks
Exela Technologies,8 - 10 yrs,Ahmedabad,Data Scientist,3000000,Python,Cloud
NEEMTREE INTERNET PVT LTD,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,Python,Languages
Techwave Consulting,8 - 10 yrs,Ahmedabad,Data Scientist,2300000,SQL,Languages
Xalted Information Systems Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,SQL,Languages
Survik Software Pvt Ltd,8 - 10 yrs,Ahmedabad,Data Scientist,1800000,Python,Languages
SALESFORCE,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,SQL,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,Azure,Cloud
Allegis Group,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,Django,Frameworks
Synergy Innovation,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,Azure,Cloud
CHANGE LEADERS CONSULTING,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,Python,Languages
KP HR AND INFRA SERVICES,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,SQL,Languages
Uber,8 - 10 yrs,Ahmedabad,Data Scientist,1800000,SQL,Languages
Search Advisers Services ( GUJ ) Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,Python,Cloud
Amazon,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,C,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2200000,Python,Languages
Career Infosystem,8 - 10 yrs,Ahmedabad,Data Scientist,2600000,JavaScript,Languages
Elanco,8 - 10 yrs,Ahmedabad,Data Scientist,2100000,JavaScript,Languages
kk consulting services,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,SQL,Languages
eClerx,8 - 10 yrs,Ahmedabad,Data Scientist,2400000,Python,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,SQL,Languages
NXP Semiconductors,8 - 10 yrs,Ahmedabad,Data Scientist,1600000,SQL,Languages
Accenture,8 - 10 yrs,Ahmedabad,Data Scientist,2700000,JavaScript,Languages
BNY Mellon,8 - 10 yrs,Ahmedabad,Data Scientist,1900000,AWS,Cloud
CHANGE LEADERS CONSULTING,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,AWS,Cloud
CHANGE LEADERS CONSULTING,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,SQL,Languages
Deutsche Bank,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,SQL,Languages
Synechron,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,AWS,Cloud
"OLX, Inc",8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
WPP IT,8 - 10 yrs,Ahmedabad,Software Engineer,2500000,SQL,Languages
Zerogons Softwares India Pvt Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,C,Languages
UnitedLex Corporation,8 - 10 yrs,Ahmedabad,Software Engineer,2000000,JavaScript,Languages
CBA Services Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,Java,Languages
Shell,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,SQL,Languages
Fiddich,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,SQL,Languages
Ocrolus East,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,JavaScript,Languages
Roppen Transportation Services Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,Java,Languages
Visa,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,C,Languages
BPL Medical Technologies Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,Java,Languages
NTT Data,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,JavaScript,Languages
AgreeYa,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,C,Languages
Infosys,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,Java,Languages
Google,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,Oracle,Cloud
IDC Corporate,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,CSS,Languages
DXC Technology,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,C,Languages
Skillsoft,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,SQL,Languages
United Airlines,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,JavaScript,Languages
SBI Card,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,C,Languages
Accenture,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,JavaScript,Languages
Persistent,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,C,Languages
Nike India,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,CSS,Languages
Huquo Consulting Pvt. Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,SQL,Languages
Uber,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,C,Languages
LifeWorks,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,SQL,Languages
Genpact,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,JavaScript,Languages
Time Analytic &amp; Shared Services Private Limited,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,C,Languages
Advance Auto Parts,8 - 10 yrs,Ahmedabad,Software Engineer,2200000,SQL,Languages
Harri Software Development and Solutions India Pvt Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
Avery Dennison,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,JavaScript,Languages
Ciena,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,SQL,Languages
Deutsche Bank,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,CSS,Languages
Accenture,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,JavaScript,Languages
moglix,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,SQL,Languages
CHAI,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,Oracle,Cloud
Genpact,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
Happiest Minds Technologies Pvt.Ltd,8 - 10 yrs,Ahmedabad,Software Engineer,2900000,CSS,Languages
Chegg,8 - 10 yrs,Ahmedabad,Software Engineer,2300000,C,Languages
Hucon Solutions,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,JavaScript,Languages
XFORIA TECHNOLOGIES PRIVATE LIMITED,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,C,Languages
Institutional Shareholder Services,8 - 10 yrs,Ahmedabad,Software Engineer,2800000,C,Languages
Tintri,8 - 10 yrs,Ahmedabad,Software Engineer,2400000,Java,Languages
Travelex Corporate,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,C,Languages
Deutsche Bank,8 - 10 yrs,Ahmedabad,Software Engineer,2100000,C,Languages
Toolyt,8 - 10 yrs,Ahmedabad,Software Engineer,2600000,SQL,Languages
Lowes Services India Private limited,8 - 10 yrs,Ahmedabad,Software Engineer,2000000,C,Languages
PPD,8 - 10 yrs,Ahmedabad,Software Engineer,3000000,JavaScript,Languages
Seven Consultancy,8 - 10 yrs,Ahmedabad,Software Engineer,2700000,C,Languages
Innova Solutions Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,SQL,Languages
GBT India Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,1600000,JavaScript,Languages
Tide Software,8 - 10 yrs,Ahmedabad,Data Scientist,1800000,Scala,Languages
Cargill,8 - 10 yrs,Ahmedabad,Data Scientist,2900000,JavaScript,Languages
Vision Beyond Resources India Private Limited,8 - 10 yrs,Ahmedabad,Data Scientist,2000000,C,Languages
IBM,8 - 10 yrs,Ahmedabad,Data Scientist,1700000,SAS,Tools
ITC Infotech,8 - 10 yrs,Ahmedabad,Data Scientist,2500000,SQL,Languages
"Qualcomm Technologies, Inc",8 - 10 yrs,Ahmedabad,Data Scientist,2300000,AWS,Cloud
BNY Mellon,8 - 10 yrs,Ahmedabad,Data Scientist,2800000,SQL,Languages
Rayna Group Pvt. Ltd.,8 - 10 yrs,Ahmedabad,Data Scientist,2400000,Oracle,Cloud
